EncuestaID,RangoEdad,Genero,Departamento,FrecuenciaConsumoSnacks,SaborPreferido,Snack
1462,25 - 34 Años,Masculino,Quetzaltenango,Todos Los Días,Picante Chapín,Futbolmix
1463,35 - 44 Años,Femenino,Guatemala,Rara Vez,Barbacoa,Hot Stadium Peanuts
1463,35 - 44 Años,Femenino,Guatemala,Rara Vez,Barbacoa,Mundialitos Queso Picante
1464,18 - 24 Años,Masculino,Izabal,1 A 2 Veces Por Semana,Barbacoa,Gol Nachos Supreme
1464,18 - 24 Años,Masculino,Izabal,1 A 2 Veces Por Semana,Barbacoa,Futbolmix
1464,18 - 24 Años,Masculino,Izabal,1 A 2 Veces Por Semana,Barbacoa,Crunchmax Bbq
1465,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Picante Chapín,Futbolmix
1465,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Picante Chapín,Mundialitos Queso Picante
1465,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Picante Chapín,Energy Crunch Protein
1466,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Chocolate,Gol Nachos Supreme
1466,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Chocolate,Caramel Goal Popcorn
1466,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Chocolate,Energy Crunch Protein
1467,35 - 44 Años,Masculino,Guatemala,Rara Vez,Limón,Energy Crunch Protein
1467,35 - 44 Años,Masculino,Guatemala,Rara Vez,Limón,Chocokick Bites
1468,18 - 24 Años,Femenino,El Progreso,1 A 2 Veces Por Semana,Queso,Mundialitos Queso Picante
1469,18 - 24 Años,Femenino,Escuintla,Varias Veces Al Mes,Caramelo,Caramel Goal Popcorn
1470,18 - 24 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Salado Tradicional,Crunchmax Bbq
1470,18 - 24 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Salado Tradicional,Gol Nachos Supreme
1470,18 - 24 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Salado Tradicional,Mundialitos Queso Picante
1471,25 - 34 Años,Femenino,Sacatepéquez,1 A 2 Veces Por Semana,Picante Chapín,Mundialitos Queso Picante
1471,25 - 34 Años,Femenino,Sacatepéquez,1 A 2 Veces Por Semana,Picante Chapín,Fan Chips Jalapeño
1471,25 - 34 Años,Femenino,Sacatepéquez,1 A 2 Veces Por Semana,Picante Chapín,Futbolmix
1472,45 - 54 Años,Femenino,Chimaltenango,Todos Los Días,Picante Chapín,Mundialitos Queso Picante
1472,45 - 54 Años,Femenino,Chimaltenango,Todos Los Días,Picante Chapín,Caramel Goal Popcorn
1473,45 - 54 Años,Femenino,Jalapa,Todos Los Días,Limón,Fan Chips Jalapeño
1473,45 - 54 Años,Femenino,Jalapa,Todos Los Días,Limón,Mundialitos Queso Picante
1474,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Salado Tradicional,Chocokick Bites
1474,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Salado Tradicional,Caramel Goal Popcorn
1474,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Salado Tradicional,Futbolmix
1475,25 - 34 Años,Femenino,Jalapa,Varias Veces Al Mes,Chocolate,Fan Chips Jalapeño
1476,25 - 34 Años,Masculino,Escuintla,1 A 2 Veces Por Semana,Limón,Hot Stadium Peanuts
1476,25 - 34 Años,Masculino,Escuintla,1 A 2 Veces Por Semana,Limón,Mundialitos Queso Picante
1477,18 - 24 Años,Femenino,Sololá,Varias Veces Al Mes,Chocolate,Mundialitos Queso Picante
1477,18 - 24 Años,Femenino,Sololá,Varias Veces Al Mes,Chocolate,Caramel Goal Popcorn
1478,25 - 34 Años,Masculino,Quetzaltenango,Todos Los Días,Salado Tradicional,Mundialitos Queso Picante
1478,25 - 34 Años,Masculino,Quetzaltenango,Todos Los Días,Salado Tradicional,Futbolmix
1478,25 - 34 Años,Masculino,Quetzaltenango,Todos Los Días,Salado Tradicional,Chocokick Bites
1479,25 - 34 Años,Masculino,Quetzaltenango,1 A 2 Veces Por Semana,Limón,Futbolmix
1480,18 - 24 Años,Femenino,Quetzaltenango,Todos Los Días,Dulce,Crunchmax Bbq
1482,25 - 34 Años,Masculino,Santa Rosa,1 A 2 Veces Por Semana,Salado Tradicional,Caramel Goal Popcorn
1483,55 Años O Más,Masculino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Fan Chips Jalapeño
1483,55 Años O Más,Masculino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Mundialitos Queso Picante
1483,55 Años O Más,Masculino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Chocokick Bites
1484,18 - 24 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Queso,Futbolmix
1484,18 - 24 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Queso,Chocokick Bites
1485,18 - 24 Años,Femenino,Guatemala,Varias Veces Al Mes,Jalapeño,Victory Pretzels
1485,18 - 24 Años,Femenino,Guatemala,Varias Veces Al Mes,Jalapeño,Caramel Goal Popcorn
1485,18 - 24 Años,Femenino,Guatemala,Varias Veces Al Mes,Jalapeño,Chocokick Bites
1486,Menos De 18 Años,Femenino,Santa Rosa,Varias Veces Al Mes,Limón,Crunchmax Bbq
1486,Menos De 18 Años,Femenino,Santa Rosa,Varias Veces Al Mes,Limón,Chocokick Bites
1487,18 - 24 Años,Femenino,Alta Verapaz,1 A 2 Veces Por Semana,Jalapeño,Victory Pretzels
1488,55 Años O Más,Femenino,Guatemala,Varias Veces Al Mes,Chocolate,Victory Pretzels
1488,55 Años O Más,Femenino,Guatemala,Varias Veces Al Mes,Chocolate,Hot Stadium Peanuts
1488,55 Años O Más,Femenino,Guatemala,Varias Veces Al Mes,Chocolate,Fan Chips Jalapeño
1489,45 - 54 Años,Masculino,Guatemala,Varias Veces Al Mes,Dulce,Crunchmax Bbq
1489,45 - 54 Años,Masculino,Guatemala,Varias Veces Al Mes,Dulce,Chocokick Bites
1489,45 - 54 Años,Masculino,Guatemala,Varias Veces Al Mes,Dulce,Mundialitos Queso Picante
1490,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Queso,Futbolmix
1490,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Queso,Victory Pretzels
1491,35 - 44 Años,Femenino,Guatemala,Todos Los Días,Queso,Crunchmax Bbq
1491,35 - 44 Años,Femenino,Guatemala,Todos Los Días,Queso,Caramel Goal Popcorn
1491,35 - 44 Años,Femenino,Guatemala,Todos Los Días,Queso,Fan Chips Jalapeño
1492,18 - 24 Años,Femenino,Sacatepéquez,Todos Los Días,Queso,Mundialitos Queso Picante
1492,18 - 24 Años,Femenino,Sacatepéquez,Todos Los Días,Queso,Futbolmix
1492,18 - 24 Años,Femenino,Sacatepéquez,Todos Los Días,Queso,Fan Chips Jalapeño
1493,Menos De 18 Años,Femenino,Quetzaltenango,Varias Veces Al Mes,Barbacoa,Caramel Goal Popcorn
1494,25 - 34 Años,Masculino,Chimaltenango,1 A 2 Veces Por Semana,Jalapeño,Crunchmax Bbq
1494,25 - 34 Años,Masculino,Chimaltenango,1 A 2 Veces Por Semana,Jalapeño,Hot Stadium Peanuts
1494,25 - 34 Años,Masculino,Chimaltenango,1 A 2 Veces Por Semana,Jalapeño,Caramel Goal Popcorn
1495,45 - 54 Años,Masculino,Chimaltenango,Todos Los Días,Salado Tradicional,Hot Stadium Peanuts
1496,Menos De 18 Años,Masculino,Quiché,Varias Veces Al Mes,Queso,Mundialitos Queso Picante
1497,35 - 44 Años,Femenino,Quetzaltenango,3 A 5 Veces Por Semana,Queso,Caramel Goal Popcorn
1497,35 - 44 Años,Femenino,Quetzaltenango,3 A 5 Veces Por Semana,Queso,Chocokick Bites
1498,Menos De 18 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Caramelo,Chocokick Bites
1499,35 - 44 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Mundialitos Queso Picante
1500,18 - 24 Años,Femenino,Chimaltenango,Todos Los Días,Dulce,Hot Stadium Peanuts
1501,18 - 24 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Limón,Futbolmix
1502,18 - 24 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Caramel Goal Popcorn
1502,18 - 24 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Hot Stadium Peanuts
1502,18 - 24 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Picante Chapín,Energy Crunch Protein
1503,35 - 44 Años,Masculino,Guatemala,Todos Los Días,Picante Chapín,Fan Chips Jalapeño
1504,25 - 34 Años,Prefiero No Indicarlo,Escuintla,1 A 2 Veces Por Semana,Limón,Crunchmax Bbq
1504,25 - 34 Años,Prefiero No Indicarlo,Escuintla,1 A 2 Veces Por Semana,Limón,Mundialitos Queso Picante
1504,25 - 34 Años,Prefiero No Indicarlo,Escuintla,1 A 2 Veces Por Semana,Limón,Futbolmix
1505,25 - 34 Años,Femenino,Guatemala,Varias Veces Al Mes,Queso,Crunchmax Bbq
1506,45 - 54 Años,Prefiero No Indicarlo,Quetzaltenango,1 A 2 Veces Por Semana,Chocolate,Hot Stadium Peanuts
1506,45 - 54 Años,Prefiero No Indicarlo,Quetzaltenango,1 A 2 Veces Por Semana,Chocolate,Crunchmax Bbq
1506,45 - 54 Años,Prefiero No Indicarlo,Quetzaltenango,1 A 2 Veces Por Semana,Chocolate,Caramel Goal Popcorn
1507,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Limón,Mundialitos Queso Picante
1508,18 - 24 Años,Masculino,Guatemala,Varias Veces Al Mes,Limón,Futbolmix
1508,18 - 24 Años,Masculino,Guatemala,Varias Veces Al Mes,Limón,Crunchmax Bbq
1508,18 - 24 Años,Masculino,Guatemala,Varias Veces Al Mes,Limón,Caramel Goal Popcorn
1509,Menos De 18 Años,Masculino,Sacatepéquez,Varias Veces Al Mes,Barbacoa,Gol Nachos Supreme
1509,Menos De 18 Años,Masculino,Sacatepéquez,Varias Veces Al Mes,Barbacoa,Mundialitos Queso Picante
1510,Menos De 18 Años,Femenino,Sacatepéquez,3 A 5 Veces Por Semana,Picante Chapín,Mundialitos Queso Picante
1511,45 - 54 Años,Masculino,Santa Rosa,1 A 2 Veces Por Semana,Queso,Victory Pretzels
1512,Menos De 18 Años,Masculino,Guatemala,Varias Veces Al Mes,Queso,Mundialitos Queso Picante
1512,Menos De 18 Años,Masculino,Guatemala,Varias Veces Al Mes,Queso,Fan Chips Jalapeño
1513,18 - 24 Años,Masculino,Huehuetenango,1 A 2 Veces Por Semana,Jalapeño,Gol Nachos Supreme
1514,35 - 44 Años,Masculino,Sacatepéquez,1 A 2 Veces Por Semana,Limón,Futbolmix
1514,35 - 44 Años,Masculino,Sacatepéquez,1 A 2 Veces Por Semana,Limón,Mundialitos Queso Picante
1515,35 - 44 Años,Masculino,Suchitepéquez,3 A 5 Veces Por Semana,,Chocokick Bites
1516,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Picante Chapín,Crunchmax Bbq
1517,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Barbacoa,Fan Chips Jalapeño
1518,Menos De 18 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Victory Pretzels
1518,Menos De 18 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Hot Stadium Peanuts
1519,45 - 54 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Dulce,Gol Nachos Supreme
1519,45 - 54 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Dulce,Mundialitos Queso Picante
1519,45 - 54 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Dulce,Crunchmax Bbq
1520,Menos De 18 Años,Masculino,Guatemala,Rara Vez,Jalapeño,Fan Chips Jalapeño
1520,Menos De 18 Años,Masculino,Guatemala,Rara Vez,Jalapeño,Caramel Goal Popcorn
1521,18 - 24 Años,Femenino,Sacatepéquez,3 A 5 Veces Por Semana,Barbacoa,Mundialitos Queso Picante
1522,Menos De 18 Años,Masculino,El Progreso,3 A 5 Veces Por Semana,Limón,Gol Nachos Supreme
1522,Menos De 18 Años,Masculino,El Progreso,3 A 5 Veces Por Semana,Limón,Fan Chips Jalapeño
1523,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Queso,Fan Chips Jalapeño
1523,25 - 34 Años,Masculino,Guatemala,Todos Los Días,Queso,Energy Crunch Protein
1524,25 - 34 Años,Masculino,Sacatepéquez,1 A 2 Veces Por Semana,Picante Chapín,Mundialitos Queso Picante
1524,25 - 34 Años,Masculino,Sacatepéquez,1 A 2 Veces Por Semana,Picante Chapín,Chocokick Bites
1524,25 - 34 Años,Masculino,Sacatepéquez,1 A 2 Veces Por Semana,Picante Chapín,Energy Crunch Protein
1525,18 - 24 Años,Femenino,Guatemala,Todos Los Días,Jalapeño,Chocokick Bites
1526,18 - 24 Años,Femenino,Retalhuleu,1 A 2 Veces Por Semana,Caramelo,Energy Crunch Protein
1526,18 - 24 Años,Femenino,Retalhuleu,1 A 2 Veces Por Semana,Caramelo,Crunchmax Bbq
1527,25 - 34 Años,Femenino,Chimaltenango,Varias Veces Al Mes,Jalapeño,Crunchmax Bbq
1527,25 - 34 Años,Femenino,Chimaltenango,Varias Veces Al Mes,Jalapeño,Gol Nachos Supreme
1527,25 - 34 Años,Femenino,Chimaltenango,Varias Veces Al Mes,Jalapeño,Futbolmix
1528,Menos De 18 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Barbacoa,Crunchmax Bbq
1529,45 - 54 Años,Prefiero No Indicarlo,Huehuetenango,Todos Los Días,Limón,Fan Chips Jalapeño
1529,45 - 54 Años,Prefiero No Indicarlo,Huehuetenango,Todos Los Días,Limón,Chocokick Bites
1529,45 - 54 Años,Prefiero No Indicarlo,Huehuetenango,Todos Los Días,Limón,Crunchmax Bbq
1530,18 - 24 Años,Masculino,Guatemala,Todos Los Días,Jalapeño,Mundialitos Queso Picante
1530,18 - 24 Años,Masculino,Guatemala,Todos Los Días,Jalapeño,Futbolmix
1531,35 - 44 Años,Masculino,Escuintla,3 A 5 Veces Por Semana,Chocolate,Fan Chips Jalapeño
1531,35 - 44 Años,Masculino,Escuintla,3 A 5 Veces Por Semana,Chocolate,Chocokick Bites
1531,35 - 44 Años,Masculino,Escuintla,3 A 5 Veces Por Semana,Chocolate,Futbolmix
1532,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Jalapeño,Mundialitos Queso Picante
1532,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Jalapeño,Caramel Goal Popcorn
1532,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Jalapeño,Hot Stadium Peanuts
1533,25 - 34 Años,Masculino,Alta Verapaz,1 A 2 Veces Por Semana,Limón,Caramel Goal Popcorn
1533,25 - 34 Años,Masculino,Alta Verapaz,1 A 2 Veces Por Semana,Limón,Mundialitos Queso Picante
1533,25 - 34 Años,Masculino,Alta Verapaz,1 A 2 Veces Por Semana,Limón,Futbolmix
1534,25 - 34 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Chocolate,Mundialitos Queso Picante
1535,18 - 24 Años,Femenino,Sacatepéquez,3 A 5 Veces Por Semana,Limón,Fan Chips Jalapeño
1535,18 - 24 Años,Femenino,Sacatepéquez,3 A 5 Veces Por Semana,Limón,Futbolmix
1536,25 - 34 Años,Masculino,Escuintla,Varias Veces Al Mes,Picante Chapín,Mundialitos Queso Picante
1536,25 - 34 Años,Masculino,Escuintla,Varias Veces Al Mes,Picante Chapín,Victory Pretzels
1537,35 - 44 Años,Femenino,Guatemala,Varias Veces Al Mes,Picante Chapín,Mundialitos Queso Picante
1537,35 - 44 Años,Femenino,Guatemala,Varias Veces Al Mes,Picante Chapín,Chocokick Bites
1537,35 - 44 Años,Femenino,Guatemala,Varias Veces Al Mes,Picante Chapín,Hot Stadium Peanuts
1538,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Salado Tradicional,Caramel Goal Popcorn
1538,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Salado Tradicional,Crunchmax Bbq
1539,18 - 24 Años,Masculino,Huehuetenango,Todos Los Días,Queso,Crunchmax Bbq
1539,18 - 24 Años,Masculino,Huehuetenango,Todos Los Días,Queso,Mundialitos Queso Picante
1539,18 - 24 Años,Masculino,Huehuetenango,Todos Los Días,Queso,Futbolmix
1540,25 - 34 Años,Femenino,Suchitepéquez,3 A 5 Veces Por Semana,Jalapeño,Victory Pretzels
1540,25 - 34 Años,Femenino,Suchitepéquez,3 A 5 Veces Por Semana,Jalapeño,Fan Chips Jalapeño
1540,25 - 34 Años,Femenino,Suchitepéquez,3 A 5 Veces Por Semana,Jalapeño,Caramel Goal Popcorn
1541,45 - 54 Años,Femenino,Guatemala,Varias Veces Al Mes,Limón,Victory Pretzels
1541,45 - 54 Años,Femenino,Guatemala,Varias Veces Al Mes,Limón,Fan Chips Jalapeño
1542,18 - 24 Años,Femenino,Quetzaltenango,1 A 2 Veces Por Semana,Jalapeño,Caramel Goal Popcorn
1542,18 - 24 Años,Femenino,Quetzaltenango,1 A 2 Veces Por Semana,Jalapeño,Victory Pretzels
1543,45 - 54 Años,Masculino,Alta Verapaz,3 A 5 Veces Por Semana,Jalapeño,Futbolmix
1544,18 - 24 Años,Femenino,Quetzaltenango,Rara Vez,Dulce,Crunchmax Bbq
1544,18 - 24 Años,Femenino,Quetzaltenango,Rara Vez,Dulce,Caramel Goal Popcorn
1545,Menos De 18 Años,Femenino,Chiquimula,1 A 2 Veces Por Semana,Picante Chapín,Fan Chips Jalapeño
1545,Menos De 18 Años,Femenino,Chiquimula,1 A 2 Veces Por Semana,Picante Chapín,Hot Stadium Peanuts
1546,35 - 44 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Chocolate,Caramel Goal Popcorn
1546,35 - 44 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Chocolate,Gol Nachos Supreme
1547,18 - 24 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,,Fan Chips Jalapeño
1547,18 - 24 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,,Mundialitos Queso Picante
1548,35 - 44 Años,Femenino,Guatemala,Varias Veces Al Mes,Queso,Crunchmax Bbq
1549,18 - 24 Años,Masculino,Xela,3 A 5 Veces Por Semana,Caramelo,Chocokick Bites
1550,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Salado Tradicional,Gol Nachos Supreme
1550,25 - 34 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Salado Tradicional,Caramel Goal Popcorn
1551,18 - 24 Años,Femenino,Quiché,Varias Veces Al Mes,Queso,Caramel Goal Popcorn
1551,18 - 24 Años,Femenino,Quiché,Varias Veces Al Mes,Queso,Gol Nachos Supreme
1552,Menos De 18 Años,Masculino,Quetzaltenango,3 A 5 Veces Por Semana,Limón,Crunchmax Bbq
1553,25 - 34 Años,Prefiero No Indicarlo,Retalhuleu,3 A 5 Veces Por Semana,Queso,Crunchmax Bbq
1554,18 - 24 Años,Masculino,Guatemala,Rara Vez,Chocolate,Chocokick Bites
1555,45 - 54 Años,Femenino,Guatemala,Varias Veces Al Mes,Limón,Mundialitos Queso Picante
1556,Menos De 18 Años,Masculino,Jalapa,3 A 5 Veces Por Semana,Jalapeño,Hot Stadium Peanuts
1556,Menos De 18 Años,Masculino,Jalapa,3 A 5 Veces Por Semana,Jalapeño,Fan Chips Jalapeño
1557,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Chocolate,Chocokick Bites
1557,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Chocolate,Gol Nachos Supreme
1558,45 - 54 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Futbolmix
1558,45 - 54 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Barbacoa,Mundialitos Queso Picante
1559,45 - 54 Años,Masculino,Totonicapán,3 A 5 Veces Por Semana,Salado Tradicional,Caramel Goal Popcorn
1559,45 - 54 Años,Masculino,Totonicapán,3 A 5 Veces Por Semana,Salado Tradicional,Fan Chips Jalapeño
1559,45 - 54 Años,Masculino,Totonicapán,3 A 5 Veces Por Semana,Salado Tradicional,Energy Crunch Protein
1560,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Chocolate,Mundialitos Queso Picante
1560,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Chocolate,Gol Nachos Supreme
1561,35 - 44 Años,Femenino,Zacapa,3 A 5 Veces Por Semana,Picante Chapín,Chocokick Bites
1561,35 - 44 Años,Femenino,Zacapa,3 A 5 Veces Por Semana,Picante Chapín,Crunchmax Bbq
1562,35 - 44 Años,Femenino,Baja Verapaz,1 A 2 Veces Por Semana,Picante Chapín,Chocokick Bites
1563,25 - 34 Años,Femenino,Quetzaltenango,Todos Los Días,Jalapeño,Fan Chips Jalapeño
1564,25 - 34 Años,Masculino,Quetzaltenango,3 A 5 Veces Por Semana,Picante Chapín,Chocokick Bites
1564,25 - 34 Años,Masculino,Quetzaltenango,3 A 5 Veces Por Semana,Picante Chapín,Futbolmix
1565,35 - 44 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Queso,Chocokick Bites
1565,35 - 44 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Queso,Crunchmax Bbq
1566,25 - 34 Años,Femenino,Quetzaltenango,3 A 5 Veces Por Semana,Chocolate,Victory Pretzels
1566,25 - 34 Años,Femenino,Quetzaltenango,3 A 5 Veces Por Semana,Chocolate,Hot Stadium Peanuts
1566,25 - 34 Años,Femenino,Quetzaltenango,3 A 5 Veces Por Semana,Chocolate,Gol Nachos Supreme
1567,18 - 24 Años,Femenino,Chimaltenango,Rara Vez,Picante Chapín,Fan Chips Jalapeño
1568,45 - 54 Años,Masculino,Guatemala,Varias Veces Al Mes,Salado Tradicional,Chocokick Bites
1568,45 - 54 Años,Masculino,Guatemala,Varias Veces Al Mes,Salado Tradicional,Victory Pretzels
1569,18 - 24 Años,Femenino,Sacatepéquez,3 A 5 Veces Por Semana,Picante Chapín,Crunchmax Bbq
1569,18 - 24 Años,Femenino,Sacatepéquez,3 A 5 Veces Por Semana,Picante Chapín,Caramel Goal Popcorn
1570,18 - 24 Años,Masculino,Guatemala,Todos Los Días,Limón,Hot Stadium Peanuts
1571,25 - 34 Años,Masculino,Suchitepéquez,1 A 2 Veces Por Semana,Barbacoa,Futbolmix
1571,25 - 34 Años,Masculino,Suchitepéquez,1 A 2 Veces Por Semana,Barbacoa,Crunchmax Bbq
1571,25 - 34 Años,Masculino,Suchitepéquez,1 A 2 Veces Por Semana,Barbacoa,Gol Nachos Supreme
1572,Menos De 18 Años,Masculino,Quetzaltenango,3 A 5 Veces Por Semana,Limón,Gol Nachos Supreme
1572,Menos De 18 Años,Masculino,Quetzaltenango,3 A 5 Veces Por Semana,Limón,Hot Stadium Peanuts
1572,Menos De 18 Años,Masculino,Quetzaltenango,3 A 5 Veces Por Semana,Limón,Fan Chips Jalapeño
1573,25 - 34 Años,Masculino,Chiquimula,3 A 5 Veces Por Semana,Barbacoa,Mundialitos Queso Picante
1573,25 - 34 Años,Masculino,Chiquimula,3 A 5 Veces Por Semana,Barbacoa,Victory Pretzels
1574,18 - 24 Años,Femenino,Guatemala,Varias Veces Al Mes,Limón,Mundialitos Queso Picante
1575,25 - 34 Años,Masculino,Escuintla,1 A 2 Veces Por Semana,Queso,Crunchmax Bbq
1576,25 - 34 Años,Femenino,Sacatepéquez,1 A 2 Veces Por Semana,Salado Tradicional,Mundialitos Queso Picante
1577,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Limón,Fan Chips Jalapeño
1577,25 - 34 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Limón,Futbolmix
1578,18 - 24 Años,Masculino,El Progreso,3 A 5 Veces Por Semana,Chocolate,Gol Nachos Supreme
1579,Menos De 18 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Salado Tradicional,Hot Stadium Peanuts
1579,Menos De 18 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Salado Tradicional,Gol Nachos Supreme
1580,25 - 34 Años,Masculino,Jalapa,3 A 5 Veces Por Semana,Jalapeño,Hot Stadium Peanuts
1580,25 - 34 Años,Masculino,Jalapa,3 A 5 Veces Por Semana,Jalapeño,Crunchmax Bbq
1581,18 - 24 Años,Femenino,Chimaltenango,1 A 2 Veces Por Semana,Barbacoa,Caramel Goal Popcorn
1581,18 - 24 Años,Femenino,Chimaltenango,1 A 2 Veces Por Semana,Barbacoa,Chocokick Bites
1582,25 - 34 Años,Masculino,Sacatepéquez,1 A 2 Veces Por Semana,Queso,Mundialitos Queso Picante
1582,25 - 34 Años,Masculino,Sacatepéquez,1 A 2 Veces Por Semana,Queso,Gol Nachos Supreme
1583,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Jalapeño,Mundialitos Queso Picante
1583,18 - 24 Años,Femenino,Guatemala,3 A 5 Veces Por Semana,Jalapeño,Caramel Goal Popcorn
1584,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Caramelo,Gol Nachos Supreme
1584,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Caramelo,Chocokick Bites
1584,25 - 34 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Caramelo,Mundialitos Queso Picante
1585,35 - 44 Años,Masculino,Escuintla,3 A 5 Veces Por Semana,Barbacoa,Caramel Goal Popcorn
1586,45 - 54 Años,Femenino,Guatemala,Varias Veces Al Mes,,Victory Pretzels
1587,Menos De 18 Años,Prefiero No Indicarlo,Guatemala,Varias Veces Al Mes,Picante Chapín,Futbolmix
1588,35 - 44 Años,Masculino,Retalhuleu,Todos Los Días,Jalapeño,Mundialitos Queso Picante
1589,35 - 44 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Energy Crunch Protein
1589,35 - 44 Años,Masculino,Guatemala,1 A 2 Veces Por Semana,Jalapeño,Crunchmax Bbq
1590,35 - 44 Años,Femenino,Guatemala,1 A 2 Veces Por Semana,Queso,Chocokick Bites
1591,18 - 24 Años,Masculino,Chimaltenango,Varias Veces Al Mes,Limón,Gol Nachos Supreme
1591,18 - 24 Años,Masculino,Chimaltenango,Varias Veces Al Mes,Limón,Crunchmax Bbq
1592,25 - 34 Años,Femenino,Escuintla,3 A 5 Veces Por Semana,Caramelo,Fan Chips Jalapeño
1592,25 - 34 Años,Femenino,Escuintla,3 A 5 Veces Por Semana,Caramelo,Gol Nachos Supreme
1592,25 - 34 Años,Femenino,Escuintla,3 A 5 Veces Por Semana,Caramelo,Crunchmax Bbq
1593,18 - 24 Años,Femenino,Quetzaltenango,Todos Los Días,Picante Chapín,Victory Pretzels
1593,18 - 24 Años,Femenino,Quetzaltenango,Todos Los Días,Picante Chapín,Crunchmax Bbq
1594,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Queso,Futbolmix
1594,18 - 24 Años,Masculino,Guatemala,3 A 5 Veces Por Semana,Queso,Gol Nachos Supreme
1596,25 - 34 Años,Femenino,Huehuetenango,3 A 5 Veces Por Semana,Limón,Fan Chips Jalapeño
1597,35 - 44 Años,Femenino,Chiquimula,3 A 5 Veces Por Semana,Queso,Gol Nachos Supreme
1597,35 - 44 Años,Femenino,Chiquimula,3 A 5 Veces Por Semana,Queso,Crunchmax Bbq
1597,35 - 44 Años,Femenino,Chiquimula,3 A 5 Veces Por Semana,Queso,Fan Chips Jalapeño
