EncuestaID,RangoEdad,Genero,Departamento,SeleccionApoya,Jugador
1460,25 - 34 Años,Femenino,San Marcos,Colombia,Ninguno
1460,25 - 34 Años,Femenino,San Marcos,Colombia,Vinícius Júnior
1461,25 - 34 Años,Masculino,Totonicapán,Argentina,Neymar Jr.
1461,25 - 34 Años,Masculino,Totonicapán,Argentina,Alphonso Davies
1462,25 - 34 Años,Masculino,Quetzaltenango,Argentina,Lionel Messi
1462,25 - 34 Años,Masculino,Quetzaltenango,Argentina,Cristiano Ronaldo
1462,25 - 34 Años,Masculino,Quetzaltenango,Argentina,Jude Bellingham
1463,35 - 44 Años,Femenino,Guatemala,Francia,Julián Álvarez
1463,35 - 44 Años,Femenino,Guatemala,Francia,Neymar Jr.
1463,35 - 44 Años,Femenino,Guatemala,Francia,Vinícius Júnior
1464,18 - 24 Años,Masculino,Izabal,Francia,Lionel Messi
1465,18 - 24 Años,Masculino,Guatemala,Portugal,Cristiano Ronaldo
1466,25 - 34 Años,Femenino,Guatemala,Colombia,Lionel Messi
1466,25 - 34 Años,Femenino,Guatemala,Colombia,Jude Bellingham
1467,35 - 44 Años,Masculino,Guatemala,Argentina,Kylian Mbappé
1467,35 - 44 Años,Masculino,Guatemala,Argentina,Lamine Yamal
1467,35 - 44 Años,Masculino,Guatemala,Argentina,Federico Valverde
1468,18 - 24 Años,Femenino,El Progreso,Argentina,Jude Bellingham
1469,18 - 24 Años,Femenino,Escuintla,Brasil,Lionel Messi
1470,18 - 24 Años,Masculino,Guatemala,México,Kylian Mbappé
1470,18 - 24 Años,Masculino,Guatemala,México,Lionel Messi
1470,18 - 24 Años,Masculino,Guatemala,México,Lamine Yamal
1471,25 - 34 Años,Femenino,Sacatepéquez,Brasil,Neymar Jr.
1471,25 - 34 Años,Femenino,Sacatepéquez,Brasil,Lionel Messi
1471,25 - 34 Años,Femenino,Sacatepéquez,Brasil,Federico Valverde
1472,45 - 54 Años,Femenino,Chimaltenango,Francia,Neymar Jr.
1472,45 - 54 Años,Femenino,Chimaltenango,Francia,Cristiano Ronaldo
1473,45 - 54 Años,Femenino,Jalapa, MÉXICO ,Lamine Yamal
1473,45 - 54 Años,Femenino,Jalapa, MÉXICO ,Federico Valverde
1473,45 - 54 Años,Femenino,Jalapa, MÉXICO ,Christian Pulisic
1474,18 - 24 Años,Femenino,Guatemala,Portugal,Lionel Messi
1474,18 - 24 Años,Femenino,Guatemala,Portugal,Kylian Mbappé
1475,25 - 34 Años,Femenino,Jalapa,Argentina,Neymar Jr.
1475,25 - 34 Años,Femenino,Jalapa,Argentina,Lamine Yamal
1476,25 - 34 Años,Masculino,Escuintla,Argentina,Cristiano Ronaldo
1476,25 - 34 Años,Masculino,Escuintla,Argentina,Lionel Messi
1477,18 - 24 Años,Femenino,Sololá,México,Julián Álvarez
1478,25 - 34 Años,Masculino,Quetzaltenango,Alemania,Cristiano Ronaldo
1478,25 - 34 Años,Masculino,Quetzaltenango,Alemania,Lionel Messi
1478,25 - 34 Años,Masculino,Quetzaltenango,Alemania,Jude Bellingham
1479,25 - 34 Años,Masculino,Quetzaltenango,Francia,Harry Kane
1479,25 - 34 Años,Masculino,Quetzaltenango,Francia,Kylian Mbappé
1480,18 - 24 Años,Femenino,Quetzaltenango,Francia,Vinícius Júnior
1480,18 - 24 Años,Femenino,Quetzaltenango,Francia,Cristiano Ronaldo
1482,25 - 34 Años,Masculino,Santa Rosa,Alemania,Jude Bellingham
1482,25 - 34 Años,Masculino,Santa Rosa,Alemania,Neymar Jr.
1482,25 - 34 Años,Masculino,Santa Rosa,Alemania,Cristiano Ronaldo
1483,55 Años O Más,Masculino,Guatemala,México,Alphonso Davies
1483,55 Años O Más,Masculino,Guatemala,México,Jude Bellingham
1483,55 Años O Más,Masculino,Guatemala,México,Ninguno
1484,18 - 24 Años,Femenino,Guatemala,México,Harry Kane
1484,18 - 24 Años,Femenino,Guatemala,México,Kylian Mbappé
1484,18 - 24 Años,Femenino,Guatemala,México,Cristiano Ronaldo
1485,18 - 24 Años,Femenino,Guatemala,Brasil,Lionel Messi
1485,18 - 24 Años,Femenino,Guatemala,Brasil,Neymar Jr.
1485,18 - 24 Años,Femenino,Guatemala,Brasil,Kylian Mbappé
1486,Menos De 18 Años,Femenino,Santa Rosa,Portugal,Cristiano Ronaldo
1486,Menos De 18 Años,Femenino,Santa Rosa,Portugal,Neymar Jr.
1487,18 - 24 Años,Femenino,Alta Verapaz,Inglaterra,Harry Kane
1487,18 - 24 Años,Femenino,Alta Verapaz,Inglaterra,Lamine Yamal
1488,55 Años O Más,Femenino,Guatemala,Argentina,Lionel Messi
1488,55 Años O Más,Femenino,Guatemala,Argentina,Kylian Mbappé
1489,45 - 54 Años,Masculino,Guatemala,Alemania,Kylian Mbappé
1489,45 - 54 Años,Masculino,Guatemala,Alemania,Julián Álvarez
1490,18 - 24 Años,Masculino,Guatemala,Irak,Lionel Messi
1490,18 - 24 Años,Masculino,Guatemala,Irak,Neymar Jr.
1490,18 - 24 Años,Masculino,Guatemala,Irak,Federico Valverde
1491,35 - 44 Años,Femenino,Guatemala, ARGENTINA ,Jude Bellingham
1492,18 - 24 Años,Femenino,Sacatepéquez, BRASIL ,Cristiano Ronaldo
1493,Menos De 18 Años,Femenino,Quetzaltenango,Brasil,Jude Bellingham
1494,25 - 34 Años,Masculino,Chimaltenango,Brasil,Lionel Messi
1494,25 - 34 Años,Masculino,Chimaltenango,Brasil,Neymar Jr.
1495,45 - 54 Años,Masculino,Chimaltenango,México,Vinícius Júnior
1495,45 - 54 Años,Masculino,Chimaltenango,México,Neymar Jr.
1495,45 - 54 Años,Masculino,Chimaltenango,México,Kylian Mbappé
1496,Menos De 18 Años,Masculino,Quiché,Irán,Neymar Jr.
1497,35 - 44 Años,Femenino,Quetzaltenango,México,Lionel Messi
1497,35 - 44 Años,Femenino,Quetzaltenango,México,Christian Pulisic
1498,Menos De 18 Años,Femenino,Guatemala,Argentina,Cristiano Ronaldo
1498,Menos De 18 Años,Femenino,Guatemala,Argentina,Lionel Messi
1498,Menos De 18 Años,Femenino,Guatemala,Argentina,Rodri
1499,35 - 44 Años,Femenino,Guatemala,Portugal,Cristiano Ronaldo
1499,35 - 44 Años,Femenino,Guatemala,Portugal,Neymar Jr.
1499,35 - 44 Años,Femenino,Guatemala,Portugal,Christian Pulisic
1500,18 - 24 Años,Femenino,Chimaltenango,Argentina,Lionel Messi
1500,18 - 24 Años,Femenino,Chimaltenango,Argentina,Vinícius Júnior
1500,18 - 24 Años,Femenino,Chimaltenango,Argentina,Kylian Mbappé
1501,18 - 24 Años,Femenino,Guatemala,Alemania,Vinícius Júnior
1502,18 - 24 Años,Femenino,Guatemala,Argentina,Julián Álvarez
1502,18 - 24 Años,Femenino,Guatemala,Argentina,Neymar Jr.
1503,35 - 44 Años,Masculino,Guatemala,Argentina,Neymar Jr.
1504,25 - 34 Años,Prefiero No Indicarlo,Escuintla,Brasil,Vinícius Júnior
1505,25 - 34 Años,Femenino,Guatemala,México,Jude Bellingham
1506,45 - 54 Años,Prefiero No Indicarlo,Quetzaltenango,Brasil,Kylian Mbappé
1506,45 - 54 Años,Prefiero No Indicarlo,Quetzaltenango,Brasil,Lionel Messi
1506,45 - 54 Años,Prefiero No Indicarlo,Quetzaltenango,Brasil,Christian Pulisic
1507,25 - 34 Años,Masculino,Guatemala,Brasil,Christian Pulisic
1507,25 - 34 Años,Masculino,Guatemala,Brasil,Cristiano Ronaldo
1508,18 - 24 Años,Masculino,Guatemala,Alemania,Christian Pulisic
1508,18 - 24 Años,Masculino,Guatemala,Alemania,Kylian Mbappé
1508,18 - 24 Años,Masculino,Guatemala,Alemania,Jude Bellingham
1509,Menos De 18 Años,Masculino,Sacatepéquez,Brasil,Cristiano Ronaldo
1510,Menos De 18 Años,Femenino,Sacatepéquez,Alemania,Cristiano Ronaldo
1511,45 - 54 Años,Masculino,Santa Rosa,Portugal,Lionel Messi
1512,Menos De 18 Años,Masculino,Guatemala,Francia,Lionel Messi
1513,18 - 24 Años,Masculino,Huehuetenango,Inglaterra,Federico Valverde
1514,35 - 44 Años,Masculino,Sacatepéquez,México,Neymar Jr.
1514,35 - 44 Años,Masculino,Sacatepéquez,México,Kylian Mbappé
1515,35 - 44 Años,Masculino,Suchitepéquez, ARGENTINA ,Kylian Mbappé
1515,35 - 44 Años,Masculino,Suchitepéquez, ARGENTINA ,Julián Álvarez
1515,35 - 44 Años,Masculino,Suchitepéquez, ARGENTINA ,Lionel Messi
1516,25 - 34 Años,Femenino,Guatemala,Argentina,Cristiano Ronaldo
1517,25 - 34 Años,Masculino,Guatemala,Noruega,Lamine Yamal
1518,Menos De 18 Años,Masculino,Guatemala,Francia,Neymar Jr.
1518,Menos De 18 Años,Masculino,Guatemala,Francia,Ninguno
1518,Menos De 18 Años,Masculino,Guatemala,Francia,Vinícius Júnior
1519,45 - 54 Años,Femenino,Guatemala,Argentina,Vinícius Júnior
1520,Menos De 18 Años,Masculino,Guatemala,Brasil,Vinícius Júnior
1521,18 - 24 Años,Femenino,Sacatepéquez,Francia,Lionel Messi
1522,Menos De 18 Años,Masculino,El Progreso,Brasil,Cristiano Ronaldo
1522,Menos De 18 Años,Masculino,El Progreso,Brasil,Lionel Messi
1522,Menos De 18 Años,Masculino,El Progreso,Brasil,Lamine Yamal
1523,25 - 34 Años,Masculino,Guatemala,Portugal,Cristiano Ronaldo
1523,25 - 34 Años,Masculino,Guatemala,Portugal,Lionel Messi
1523,25 - 34 Años,Masculino,Guatemala,Portugal,Christian Pulisic
1524,25 - 34 Años,Masculino,Sacatepéquez,Brasil,Lionel Messi
1524,25 - 34 Años,Masculino,Sacatepéquez,Brasil,Alphonso Davies
1524,25 - 34 Años,Masculino,Sacatepéquez,Brasil,Lamine Yamal
1525,18 - 24 Años,Femenino,Guatemala,Colombia,Lamine Yamal
1525,18 - 24 Años,Femenino,Guatemala,Colombia,Rodri
1525,18 - 24 Años,Femenino,Guatemala,Colombia,Neymar Jr.
1526,18 - 24 Años,Femenino,Retalhuleu,Alemania,Cristiano Ronaldo
1526,18 - 24 Años,Femenino,Retalhuleu,Alemania,Vinícius Júnior
1527,25 - 34 Años,Femenino,Chimaltenango,Brasil,Lamine Yamal
1528,Menos De 18 Años,Masculino,Guatemala,Argentina,Alphonso Davies
1528,Menos De 18 Años,Masculino,Guatemala,Argentina,Neymar Jr.
1529,45 - 54 Años,Prefiero No Indicarlo,Huehuetenango,Argentina,Christian Pulisic
1529,45 - 54 Años,Prefiero No Indicarlo,Huehuetenango,Argentina,Jude Bellingham
1529,45 - 54 Años,Prefiero No Indicarlo,Huehuetenango,Argentina,Cristiano Ronaldo
1530,18 - 24 Años,Masculino,Guatemala,Inglaterra,Jude Bellingham
1531,35 - 44 Años,Masculino,Escuintla,Argentina,Lionel Messi
1531,35 - 44 Años,Masculino,Escuintla,Argentina,Christian Pulisic
1531,35 - 44 Años,Masculino,Escuintla,Argentina,Kylian Mbappé
1532,18 - 24 Años,Masculino,Guatemala,Argentina,Lionel Messi
1532,18 - 24 Años,Masculino,Guatemala,Argentina,Neymar Jr.
1532,18 - 24 Años,Masculino,Guatemala,Argentina,Jude Bellingham
1533,25 - 34 Años,Masculino,Alta Verapaz,Colombia,Harry Kane
1533,25 - 34 Años,Masculino,Alta Verapaz,Colombia,Alphonso Davies
1534,25 - 34 Años,Masculino,Guatemala,Argentina,Jude Bellingham
1535,18 - 24 Años,Femenino,Sacatepéquez,Brasil,Jude Bellingham
1535,18 - 24 Años,Femenino,Sacatepéquez,Brasil,Neymar Jr.
1535,18 - 24 Años,Femenino,Sacatepéquez,Brasil,Vinícius Júnior
1536,25 - 34 Años,Masculino,Escuintla,México,Vinícius Júnior
1536,25 - 34 Años,Masculino,Escuintla,México,Harry Kane
1536,25 - 34 Años,Masculino,Escuintla,México,Neymar Jr.
1537,35 - 44 Años,Femenino,Guatemala,Japón,Cristiano Ronaldo
1538,25 - 34 Años,Femenino,Guatemala,Argentina,Harry Kane
1539,18 - 24 Años,Masculino,Huehuetenango,Japón,Cristiano Ronaldo
1540,25 - 34 Años,Femenino,Suchitepéquez,Corea del Sur,Kylian Mbappé
1540,25 - 34 Años,Femenino,Suchitepéquez,Corea del Sur,Harry Kane
1540,25 - 34 Años,Femenino,Suchitepéquez,Corea del Sur,Alphonso Davies
1541,45 - 54 Años,Femenino,Guatemala,Argentina,Jude Bellingham
1541,45 - 54 Años,Femenino,Guatemala,Argentina,Alphonso Davies
1542,18 - 24 Años,Femenino,Quetzaltenango,México,Ninguno
1542,18 - 24 Años,Femenino,Quetzaltenango,México,Jude Bellingham
1542,18 - 24 Años,Femenino,Quetzaltenango,México,Lamine Yamal
1543,45 - 54 Años,Masculino,Alta Verapaz,Argentina,Alphonso Davies
1543,45 - 54 Años,Masculino,Alta Verapaz,Argentina,Jude Bellingham
1543,45 - 54 Años,Masculino,Alta Verapaz,Argentina,Vinícius Júnior
1544,18 - 24 Años,Femenino,Quetzaltenango,Nueva Zelanda,Cristiano Ronaldo
1545,Menos De 18 Años,Femenino,Chiquimula,Países Bajos,Cristiano Ronaldo
1546,35 - 44 Años,Masculino,Guatemala,Argentina,Cristiano Ronaldo
1546,35 - 44 Años,Masculino,Guatemala,Argentina,Vinícius Júnior
1546,35 - 44 Años,Masculino,Guatemala,Argentina,Julián Álvarez
1547,18 - 24 Años,Femenino,Guatemala,Inglaterra,Lamine Yamal
1548,35 - 44 Años,Femenino,Guatemala,Francia,Alphonso Davies
1549,18 - 24 Años,Masculino,Xela,España,Lionel Messi
1549,18 - 24 Años,Masculino,Xela,España,Ninguno
1549,18 - 24 Años,Masculino,Xela,España,Vinícius Júnior
1550,25 - 34 Años,Femenino,Guatemala,Argentina,Federico Valverde
1550,25 - 34 Años,Femenino,Guatemala,Argentina,Vinícius Júnior
1550,25 - 34 Años,Femenino,Guatemala,Argentina,Lionel Messi
1551,18 - 24 Años,Femenino,Quiché,Argentina,Lionel Messi
1552,Menos De 18 Años,Masculino,Quetzaltenango,Argentina,Cristiano Ronaldo
1552,Menos De 18 Años,Masculino,Quetzaltenango,Argentina,Harry Kane
1553,25 - 34 Años,Prefiero No Indicarlo,Retalhuleu,Argentina,Lamine Yamal
1553,25 - 34 Años,Prefiero No Indicarlo,Retalhuleu,Argentina,Christian Pulisic
1553,25 - 34 Años,Prefiero No Indicarlo,Retalhuleu,Argentina,Lionel Messi
1554,18 - 24 Años,Masculino,Guatemala,Estados Unidos,Christian Pulisic
1554,18 - 24 Años,Masculino,Guatemala,Estados Unidos,Harry Kane
1554,18 - 24 Años,Masculino,Guatemala,Estados Unidos,Lamine Yamal
1555,45 - 54 Años,Femenino,Guatemala,Portugal,Lionel Messi
1555,45 - 54 Años,Femenino,Guatemala,Portugal,Cristiano Ronaldo
1555,45 - 54 Años,Femenino,Guatemala,Portugal,Jude Bellingham
1556,Menos De 18 Años,Masculino,Jalapa,Portugal,Kylian Mbappé
1556,Menos De 18 Años,Masculino,Jalapa,Portugal,Lionel Messi
1556,Menos De 18 Años,Masculino,Jalapa,Portugal,Vinícius Júnior
1557,18 - 24 Años,Femenino,Guatemala,Francia,Lionel Messi
1557,18 - 24 Años,Femenino,Guatemala,Francia,Cristiano Ronaldo
1557,18 - 24 Años,Femenino,Guatemala,Francia,Harry Kane
1558,45 - 54 Años,Femenino,Guatemala,Francia,Lionel Messi
1558,45 - 54 Años,Femenino,Guatemala,Francia,Neymar Jr.
1559,45 - 54 Años,Masculino,Totonicapán,Alemania,Vinícius Júnior
1559,45 - 54 Años,Masculino,Totonicapán,Alemania,Neymar Jr.
1559,45 - 54 Años,Masculino,Totonicapán,Alemania,Jude Bellingham
1560,25 - 34 Años,Masculino,Guatemala, COLOMBIA ,Cristiano Ronaldo
1560,25 - 34 Años,Masculino,Guatemala, COLOMBIA ,Julián Álvarez
1560,25 - 34 Años,Masculino,Guatemala, COLOMBIA ,Lamine Yamal
1561,35 - 44 Años,Femenino,Zacapa,Francia,Christian Pulisic
1561,35 - 44 Años,Femenino,Zacapa,Francia,Lionel Messi
1562,35 - 44 Años,Femenino,Baja Verapaz,Francia,Cristiano Ronaldo
1563,25 - 34 Años,Femenino,Quetzaltenango,Francia,Ninguno
1563,25 - 34 Años,Femenino,Quetzaltenango,Francia,Christian Pulisic
1564,25 - 34 Años,Masculino,Quetzaltenango,Francia,Cristiano Ronaldo
1565,35 - 44 Años,Masculino,Guatemala,Argentina,Vinícius Júnior
1566,25 - 34 Años,Femenino,Quetzaltenango,Estados Unidos,Vinícius Júnior
1567,18 - 24 Años,Femenino,Chimaltenango,Brasil,Lionel Messi
1567,18 - 24 Años,Femenino,Chimaltenango,Brasil,Jude Bellingham
1567,18 - 24 Años,Femenino,Chimaltenango,Brasil,Cristiano Ronaldo
1568,45 - 54 Años,Masculino,Guatemala,México,Lionel Messi
1568,45 - 54 Años,Masculino,Guatemala,México,Cristiano Ronaldo
1569,18 - 24 Años,Femenino,Sacatepéquez,Argentina,Christian Pulisic
1569,18 - 24 Años,Femenino,Sacatepéquez,Argentina,Lamine Yamal
1569,18 - 24 Años,Femenino,Sacatepéquez,Argentina,Julián Álvarez
1570,18 - 24 Años,Masculino,Guatemala,Argentina,Julián Álvarez
1570,18 - 24 Años,Masculino,Guatemala,Argentina,Christian Pulisic
1571,25 - 34 Años,Masculino,Suchitepéquez,Argentina,Lionel Messi
1571,25 - 34 Años,Masculino,Suchitepéquez,Argentina,Lamine Yamal
1572,Menos De 18 Años,Masculino,Quetzaltenango,South Africa,Neymar Jr.
1572,Menos De 18 Años,Masculino,Quetzaltenango,South Africa,Cristiano Ronaldo
1573,25 - 34 Años,Masculino,Chiquimula,Inglaterra,Lionel Messi
1573,25 - 34 Años,Masculino,Chiquimula,Inglaterra,Cristiano Ronaldo
1574,18 - 24 Años,Femenino,Guatemala,Inglaterra,Julián Álvarez
1574,18 - 24 Años,Femenino,Guatemala,Inglaterra,Cristiano Ronaldo
1575,25 - 34 Años,Masculino,Escuintla,Colombia,Lionel Messi
1575,25 - 34 Años,Masculino,Escuintla,Colombia,Christian Pulisic
1576,25 - 34 Años,Femenino,Sacatepéquez,Portugal,Kylian Mbappé
1576,25 - 34 Años,Femenino,Sacatepéquez,Portugal,Lamine Yamal
1576,25 - 34 Años,Femenino,Sacatepéquez,Portugal,Vinícius Júnior
1577,25 - 34 Años,Femenino,Guatemala,Portugal,Cristiano Ronaldo
1577,25 - 34 Años,Femenino,Guatemala,Portugal,Rodri
1578,18 - 24 Años,Masculino,El Progreso, ESPAÑA ,Rodri
1578,18 - 24 Años,Masculino,El Progreso, ESPAÑA ,Cristiano Ronaldo
1578,18 - 24 Años,Masculino,El Progreso, ESPAÑA ,Neymar Jr.
1579,Menos De 18 Años,Masculino,Guatemala, MÉXICO ,Kylian Mbappé
1579,Menos De 18 Años,Masculino,Guatemala, MÉXICO ,Neymar Jr.
1580,25 - 34 Años,Masculino,Jalapa,Portugal,Julián Álvarez
1580,25 - 34 Años,Masculino,Jalapa,Portugal,Kylian Mbappé
1581,18 - 24 Años,Femenino,Chimaltenango,Portugal,Kylian Mbappé
1581,18 - 24 Años,Femenino,Chimaltenango,Portugal,Federico Valverde
1581,18 - 24 Años,Femenino,Chimaltenango,Portugal,Ninguno
1582,25 - 34 Años,Masculino,Sacatepéquez,Brasil,Neymar Jr.
1583,18 - 24 Años,Femenino,Guatemala,Brasil,Cristiano Ronaldo
1583,18 - 24 Años,Femenino,Guatemala,Brasil,Vinícius Júnior
1584,25 - 34 Años,Masculino,Guatemala,Brasil,Lionel Messi
1585,35 - 44 Años,Masculino,Escuintla,México,Christian Pulisic
1585,35 - 44 Años,Masculino,Escuintla,México,Vinícius Júnior
1586,45 - 54 Años,Femenino,Guatemala,Portugal,Neymar Jr.
1587,Menos De 18 Años,Prefiero No Indicarlo,Guatemala,Brasil,Alphonso Davies
1587,Menos De 18 Años,Prefiero No Indicarlo,Guatemala,Brasil,Julián Álvarez
1588,35 - 44 Años,Masculino,Retalhuleu,Portugal,Lionel Messi
1589,35 - 44 Años,Masculino,Guatemala,México,Lamine Yamal
1589,35 - 44 Años,Masculino,Guatemala,México,Lionel Messi
1589,35 - 44 Años,Masculino,Guatemala,México,Cristiano Ronaldo
1590,35 - 44 Años,Femenino,Guatemala,Argentina,Alphonso Davies
1591,18 - 24 Años,Masculino,Chimaltenango,Portugal,Cristiano Ronaldo
1592,25 - 34 Años,Femenino,Escuintla,Brasil,Jude Bellingham
1592,25 - 34 Años,Femenino,Escuintla,Brasil,Neymar Jr.
1593,18 - 24 Años,Femenino,Quetzaltenango,Curaçao,Jude Bellingham
1593,18 - 24 Años,Femenino,Quetzaltenango,Curaçao,Rodri
1593,18 - 24 Años,Femenino,Quetzaltenango,Curaçao,Julián Álvarez
1594,18 - 24 Años,Masculino,Guatemala,Inglaterra,Julián Álvarez
1596,25 - 34 Años,Femenino,Huehuetenango,Francia,Julián Álvarez
1597,35 - 44 Años,Femenino,Chiquimula,España,Alphonso Davies
1597,35 - 44 Años,Femenino,Chiquimula,España,Cristiano Ronaldo
1597,35 - 44 Años,Femenino,Chiquimula,España,Kylian Mbappé
1598,18 - 24 Años,Femenino,Guatemala,Estados Unidos,Vinícius Júnior
1598,18 - 24 Años,Femenino,Guatemala,Estados Unidos,Federico Valverde
1598,18 - 24 Años,Femenino,Guatemala,Estados Unidos,Julián Álvarez
1599,25 - 34 Años,Masculino,Escuintla,Brasil,Vinícius Júnior
1599,25 - 34 Años,Masculino,Escuintla,Brasil,Kylian Mbappé
1600,Menos De 18 Años,Femenino,Guatemala,Uruguay,Vinícius Júnior
1600,Menos De 18 Años,Femenino,Guatemala,Uruguay,Christian Pulisic
1601,18 - 24 Años,Masculino,Chimaltenango,Colombia,Julián Álvarez
1601,18 - 24 Años,Masculino,Chimaltenango,Colombia,Cristiano Ronaldo
1602,Menos De 18 Años,Femenino,Guatemala,Irak,Jude Bellingham
1603,25 - 34 Años,Femenino,Escuintla,Ghana,Lionel Messi
1603,25 - 34 Años,Femenino,Escuintla,Ghana,Cristiano Ronaldo
1604,35 - 44 Años,Femenino,Alta Verapaz,Inglaterra,Jude Bellingham
1605,Menos De 18 Años,Femenino,Guatemala,Portugal,Cristiano Ronaldo
1606,45 - 54 Años,Femenino,Izabal,Túnez,Cristiano Ronaldo
1607,25 - 34 Años,Femenino,Guatemala,Portugal,Lionel Messi
1607,25 - 34 Años,Femenino,Guatemala,Portugal,Kylian Mbappé
1608,25 - 34 Años,Femenino,Guatemala,Brasil,Lionel Messi
1609,45 - 54 Años,Femenino,Huehuetenango,Estados Unidos,Vinícius Júnior
1610,45 - 54 Años,Masculino,Guatemala,Francia,Vinícius Júnior
1611,45 - 54 Años,Femenino,Chimaltenango,México,Vinícius Júnior
1611,45 - 54 Años,Femenino,Chimaltenango,México,Neymar Jr.
1611,45 - 54 Años,Femenino,Chimaltenango,México,Lionel Messi
1612,25 - 34 Años,Masculino,Petén,Francia,Lionel Messi
1612,25 - 34 Años,Masculino,Petén,Francia,Cristiano Ronaldo
1612,25 - 34 Años,Masculino,Petén,Francia,Vinícius Júnior
1613,25 - 34 Años,Femenino,Guatemala,Inglaterra,Christian Pulisic
1613,25 - 34 Años,Femenino,Guatemala,Inglaterra,Ninguno
1613,25 - 34 Años,Femenino,Guatemala,Inglaterra,Kylian Mbappé
1614,45 - 54 Años,Femenino,Escuintla,Francia,Federico Valverde
1614,45 - 54 Años,Femenino,Escuintla,Francia,Cristiano Ronaldo
1614,45 - 54 Años,Femenino,Escuintla,Francia,Kylian Mbappé
1615,18 - 24 Años,Femenino,Guatemala,México,Lionel Messi
1615,18 - 24 Años,Femenino,Guatemala,México,Neymar Jr.
1616,18 - 24 Años,Masculino,Quetzaltenango,Estados Unidos,Neymar Jr.
1616,18 - 24 Años,Masculino,Quetzaltenango,Estados Unidos,Lionel Messi
1616,18 - 24 Años,Masculino,Quetzaltenango,Estados Unidos,Cristiano Ronaldo
1617,35 - 44 Años,Femenino,Jalapa,Brasil,Cristiano Ronaldo
1618,Menos De 18 Años,Masculino,Chimaltenango,Argentina,Jude Bellingham
1619,25 - 34 Años,Femenino,Guatemala,Brasil,Neymar Jr.
1619,25 - 34 Años,Femenino,Guatemala,Brasil,Cristiano Ronaldo
1619,25 - 34 Años,Femenino,Guatemala,Brasil,Vinícius Júnior
1620,45 - 54 Años,Masculino,Escuintla, MÉXICO ,Vinícius Júnior
1620,45 - 54 Años,Masculino,Escuintla, MÉXICO ,Cristiano Ronaldo
1620,45 - 54 Años,Masculino,Escuintla, MÉXICO ,Rodri
1621,18 - 24 Años,Femenino,Guatemala,Inglaterra,Cristiano Ronaldo
1621,18 - 24 Años,Femenino,Guatemala,Inglaterra,Neymar Jr.
1621,18 - 24 Años,Femenino,Guatemala,Inglaterra,Lamine Yamal
1622,25 - 34 Años,Femenino,Guatemala,Portugal,Christian Pulisic
1622,25 - 34 Años,Femenino,Guatemala,Portugal,Lionel Messi
1622,25 - 34 Años,Femenino,Guatemala,Portugal,Neymar Jr.
1623,18 - 24 Años,Femenino,Guatemala,Alemania,Cristiano Ronaldo
1624,18 - 24 Años,Masculino,Guatemala,Argentina,Harry Kane
1625,18 - 24 Años,Masculino,Guatemala,México,Alphonso Davies
1626,Menos De 18 Años,Masculino,Guatemala,Croacia,Cristiano Ronaldo
1626,Menos De 18 Años,Masculino,Guatemala,Croacia,Christian Pulisic
1626,Menos De 18 Años,Masculino,Guatemala,Croacia,Lionel Messi
1627,45 - 54 Años,Femenino,Petén,Argentina,Cristiano Ronaldo
1627,45 - 54 Años,Femenino,Petén,Argentina,Neymar Jr.
1627,45 - 54 Años,Femenino,Petén,Argentina,Alphonso Davies
1628,45 - 54 Años,Masculino,Sololá,Bosnia y Herzegovina,Cristiano Ronaldo
1628,45 - 54 Años,Masculino,Sololá,Bosnia y Herzegovina,Lionel Messi
1628,45 - 54 Años,Masculino,Sololá,Bosnia y Herzegovina,Julián Álvarez
1629,25 - 34 Años,Masculino,Guatemala,Inglaterra,Christian Pulisic
1629,25 - 34 Años,Masculino,Guatemala,Inglaterra,Vinícius Júnior
1630,35 - 44 Años,Femenino,Zacapa,Francia,Lionel Messi
1630,35 - 44 Años,Femenino,Zacapa,Francia,Cristiano Ronaldo
1631,25 - 34 Años,Femenino,Guatemala,Brasil,Lionel Messi
1632,55 Años O Más,Masculino,Chimaltenango,Inglaterra,Ninguno
1632,55 Años O Más,Masculino,Chimaltenango,Inglaterra,Lionel Messi
1633,18 - 24 Años,Femenino,Guatemala,Argentina,Lionel Messi
1633,18 - 24 Años,Femenino,Guatemala,Argentina,Neymar Jr.
1634,18 - 24 Años,Femenino,Guatemala,Argentina,Kylian Mbappé
1635,18 - 24 Años,Femenino,Guatemala,España,Lamine Yamal
1635,18 - 24 Años,Femenino,Guatemala,España,Cristiano Ronaldo
1636,35 - 44 Años,Femenino,Guatemala,México,Harry Kane
1636,35 - 44 Años,Femenino,Guatemala,México,Cristiano Ronaldo
1637,35 - 44 Años,Masculino,Escuintla,South Africa,Jude Bellingham
1638,18 - 24 Años,Femenino,Guatemala,Costa de Marfil,Alphonso Davies
1639,25 - 34 Años,Femenino,Alta Verapaz,Estados Unidos,Neymar Jr.
1639,25 - 34 Años,Femenino,Alta Verapaz,Estados Unidos,Kylian Mbappé
1640,25 - 34 Años,Prefiero No Indicarlo,Chimaltenango,Alemania,Federico Valverde
1640,25 - 34 Años,Prefiero No Indicarlo,Chimaltenango,Alemania,Lionel Messi
1640,25 - 34 Años,Prefiero No Indicarlo,Chimaltenango,Alemania,Vinícius Júnior
1641,25 - 34 Años,Masculino,Guatemala,Estados Unidos,Julián Álvarez
